Meshblock (2013 areas),Area unit code (2013 areas),Area unit description,Ward code (2013 areas),Ward description,Local board code (2013 areas),Local board area description,Territorial authority code (2013 areas),Territorial authority area description,Regional council code (2013 areas),Regional council area description
MB 0807000,521202,Whangapouri Creek,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0807100,521202,Whangapouri Creek,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0807200,521203,Bremner,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0807300,521203,Bremner,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0807400,521203,Bremner,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0807500,521302,Runciman,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0807600,521302,Runciman,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0807700,521302,Runciman,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0807802,521301,Drury,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0807803,523813,Ardmore,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0807804,523813,Ardmore,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0807900,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808001,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808002,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808101,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808102,521301,Drury,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808200,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808301,521301,Drury,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808302,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808402,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808403,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808404,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808501,521301,Drury,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808502,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808602,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808603,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808604,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808605,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808606,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808607,525530,Rosehill,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808608,521301,Drury,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808701,521301,Drury,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808702,521301,Drury,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0808800,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808901,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0808902,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809002,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809003,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809004,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809005,521301,Drury,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0809006,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809101,521302,Runciman,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809103,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809104,521302,Runciman,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809200,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809300,521301,Drury,07612,Manurewa-Papakura Ward,07620,Papakura Local Board Area,076,Auckland,02,Auckland Region
MB 0809400,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809501,617605,Inlet-Manukau Harbour,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809502,617605,Inlet-Manukau Harbour,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809600,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809701,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809702,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809800,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0809900,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810000,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810100,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810200,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810300,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810400,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810500,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810603,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810604,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810605,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810606,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810607,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810608,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810609,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810610,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810611,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810612,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810700,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810800,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810901,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810902,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810903,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0810904,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811001,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811002,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811100,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811200,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811300,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811401,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811402,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811500,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811600,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811700,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811802,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811803,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811804,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811805,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0811900,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812001,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812002,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812100,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812201,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812202,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812301,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812400,521121,Patumahoe,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812500,521152,Glenbrook,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812600,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812700,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812800,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0812900,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813001,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813002,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813100,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813200,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813300,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813400,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813501,521111,Paerata-Cape Hill,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813502,521111,Paerata-Cape Hill,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813601,521111,Paerata-Cape Hill,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813602,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813701,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813702,521122,Kingseat,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813800,521111,Paerata-Cape Hill,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0813900,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814001,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814002,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814003,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814100,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814200,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814303,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814304,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814305,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814306,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814402,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814403,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814404,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814501,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814502,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814600,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814701,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814702,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814800,521160,Bombay,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0814900,521160,Bombay,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815000,521160,Bombay,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815100,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815200,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815301,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815302,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815303,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815304,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815401,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815402,521134,Paparata,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815501,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815503,521134,Paparata,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815603,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815604,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815605,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815607,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815702,521134,Paparata,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815704,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815801,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815802,521134,Paparata,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0815900,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0816000,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0816100,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0816200,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0816302,521301,Drury,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0816303,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0816304,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
MB 0816305,521132,Hunua,07613,Franklin Ward,07621,Franklin Local Board Area,076,Auckland,02,Auckland Region
